ＮＯ,名称,名称カナ,住所,緯度,経度,管理先電話番号,市区町村コード,都道府県名,市区町村名,災害種別_洪水,災害種別_崖崩れ、土石流及び地滑り,災害種別_高潮,災害種別_地震,災害種別_津波,災害種別_大規模な火事,災害種別_内水氾濫,災害種別_火山現象,指定避難所との重複,想定収用人数,ＵＲＬ,備　考
1591,ほのぼの活性化センター,ホノボノカッセイカセンター,山口県熊毛郡上関町長島180-19,33.83395647,132.1056061,,35341,山口県,熊毛郡上関町,1,,,1,1,,1,,,140(㎡あたり基準未設定）,http://www.town.kaminoseki.lg.jp/%E9%81%BF%E9%9B%A3%E6%89%80.html,
1592,上関町立中央公民館（室津支所）,カミノセキチョウリツチュウオウコウミンカン（ムロツシショ）,山口県熊毛郡上関町室津847,33.83445156,132.1166998,0820-65-1001,35341,山口県,熊毛郡上関町,1,1,,,,,1,,1,150(㎡あたり基準未設定）,http://www.town.kaminoseki.lg.jp/%E9%81%BF%E9%9B%A3%E6%89%80.html,
1593,室津地区集会所,ムロツチクシュウカイショ,山口県熊毛郡上関町室津798-1,33.83584753,132.1184035,,35341,山口県,熊毛郡上関町,1,1,,,,,1,,,60(㎡あたり基準未設定）,http://www.town.kaminoseki.lg.jp/%E9%81%BF%E9%9B%A3%E6%89%80.html,
1594,白浜集会所（白浜分館）,シラハマシュウカイショ（シラハマブンカン）,山口県熊毛郡上関町室津1187,33.83483058,132.1222697,,35341,山口県,熊毛郡上関町,1,1,1,1,1,,1,,,40(㎡あたり基準未設定）,http://www.town.kaminoseki.lg.jp/%E9%81%BF%E9%9B%A3%E6%89%80.html,
1595,上関海峡温泉,カミノセキカイキョウオンセン,山口県熊毛郡上関町室津924,33.8326221,132.1171748,0820-62-1126,35341,山口県,熊毛郡上関町,1,1,1,1,1,,1,,,89(㎡あたり基準未設定）,http://www.town.kaminoseki.lg.jp/%E9%81%BF%E9%9B%A3%E6%89%80.html,
1596,上関町民体育館,カミノセキチョウミンタイイクカン,山口県熊毛郡上関町室津342-1,33.84452701,132.1197347,0820-62-1752,35341,山口県,熊毛郡上関町,1,1,1,1,1,,1,,1,220(㎡あたり基準未設定）,http://www.town.kaminoseki.lg.jp/%E9%81%BF%E9%9B%A3%E6%89%80.html,
1597,上関町民グラウンド,カミノセキチョウミングラウンド,山口県熊毛郡上関町室津342-1,33.84507948,132.1193914,,35341,山口県,熊毛郡上関町,1,1,1,1,1,1,1,,,1000(㎡あたり基準未設定）,http://www.town.kaminoseki.lg.jp/%E9%81%BF%E9%9B%A3%E6%89%80.html,
1598,竹の浦集会所,タケノウラシュウカイジョ,山口県熊毛郡上関町室津391-1,33.84066305,132.1179165,,35341,山口県,熊毛郡上関町,1,,1,1,1,,1,,,45(㎡あたり基準未設定）,http://www.town.kaminoseki.lg.jp/%E9%81%BF%E9%9B%A3%E6%89%80.html,
1599,いこいの家大津千葉館,イコイノイエオオツチバカン,山口県熊毛郡上関町室津1623-5,33.83772686,132.1446564,0820-62-0184,35341,山口県,熊毛郡上関町,1,,1,1,1,,1,,1,40(㎡あたり基準未設定）,http://www.town.kaminoseki.lg.jp/%E9%81%BF%E9%9B%A3%E6%89%80.html,
1600,四季の里志田,シキノサトシダ,山口県熊毛郡上関町室津19-7,33.85667075,132.1196207,0820-62-0184,35341,山口県,熊毛郡上関町,1,,1,1,1,,1,,1,67(㎡あたり基準未設定）,http://www.town.kaminoseki.lg.jp/%E9%81%BF%E9%9B%A3%E6%89%80.html,
1601,練尾小規模老人憩いの家,ネリオショウキボロウジンイコイノイエ,山口県熊毛郡上関町室津1458,33.83766894,132.132152,0820-62-0184,35341,山口県,熊毛郡上関町,1,,1,,1,,1,,1,30(㎡あたり基準未設定）,http://www.town.kaminoseki.lg.jp/%E9%81%BF%E9%9B%A3%E6%89%80.html,
1602,祝島小・中学校グラウンド,イワイシマショウ・チュウガッコウグラウンド,山口県熊毛郡上関町祝島3,33.78452884,131.9887853,0820-66-2050,35341,山口県,熊毛郡上関町,1,1,1,1,1,1,1,,,250(㎡あたり基準未設定）,http://www.town.kaminoseki.lg.jp/%E9%81%BF%E9%9B%A3%E6%89%80.html,
1603,祝島小・中学校屋内体育館,イワイシマショウ・チュウガッコウオクナイタイイクカン,山口県熊毛郡上関町祝島3,33.78486769,131.9883025,0820-66-2050,35341,山口県,熊毛郡上関町,1,1,1,1,1,,1,,1,300(㎡あたり基準未設定）,http://www.town.kaminoseki.lg.jp/%E9%81%BF%E9%9B%A3%E6%89%80.html,
1604,祝島支所（祝島地区館）,イワイシマシショ（イワイシマチクカン）,山口県熊毛郡上関町祝島184-4,33.78717718,131.9899708,0820-66-2003,35341,山口県,熊毛郡上関町,1,1,,,,,1,,1,80(㎡あたり基準未設定）,http://www.town.kaminoseki.lg.jp/%E9%81%BF%E9%9B%A3%E6%89%80.html,
1605,祝島小規模老人憩いの家,イワイシマショウキボロウジンイコイノイエ,山口県熊毛郡上関町祝島215-1,33.78685617,131.9903624,,35341,山口県,熊毛郡上関町,1,1,,1,,,1,,,20(㎡あたり基準未設定）,http://www.town.kaminoseki.lg.jp/%E9%81%BF%E9%9B%A3%E6%89%80.html,
1606,旧八島小学校グラウンド,キュウヤシマショウガッコウグラウンド,山口県熊毛郡上関町八島280,33.72923004,132.138703,,35341,山口県,熊毛郡上関町,1,1,1,1,1,1,1,,,100(㎡あたり基準未設定）,http://www.town.kaminoseki.lg.jp/%E9%81%BF%E9%9B%A3%E6%89%80.html,
1607,八島ふれあいセンター（八島地区館）,ヤシマフレアイセンター（ヤシマチクカン）,山口県熊毛郡上関町八島688-3,33.72881604,132.1400503,0820-62-1822,35341,山口県,熊毛郡上関町,1,1,1,1,1,,1,,1,70(㎡あたり基準未設定）,http://www.town.kaminoseki.lg.jp/%E9%81%BF%E9%9B%A3%E6%89%80.html,
1608,城南公民館,ジョウナンコウミンカン,山口県熊毛郡田布施町宿井1066-1,33.96817716,132.0206004,0820-52-2054,35343,山口県,熊毛郡田布施町,1,1,1,1,1,1,1,1,1,50(㎡あたり基準未設定）,http://www.town.tabuse.lg.jp/www/contents/1282531217481/index.html,
1609,城南小学校,ジョウナンショウガッコウ,山口県熊毛郡田布施町宿井1039-1,33.96930153,132.021355,0820-52-2559,35343,山口県,熊毛郡田布施町,1,1,1,1,1,1,1,1,1,300(㎡あたり基準未設定）,http://www.town.tabuse.lg.jp/www/contents/1282531217481/index.html,
1610,城南保育園,ジョウナンホイクエン,山口県熊毛郡田布施町宿井267-1,33.96996992,132.0214648,0820-52-3419,35343,山口県,熊毛郡田布施町,1,1,1,1,1,1,1,1,1,50(㎡あたり基準未設定）,http://www.town.tabuse.lg.jp/www/contents/1282531217481/index.html,
1611,城南学園（体育館）,ジョウナンガクエン（タイイクカン）,山口県熊毛郡田布施町宿井1144,33.96655756,132.0182945,0820-52-2554,35343,山口県,熊毛郡田布施町,1,1,1,1,1,1,1,1,1,100(㎡あたり基準未設定）,http://www.town.tabuse.lg.jp/www/contents/1282531217481/index.html,
1612,西田布施公民館,ニシタブセコウミンカン,山口県熊毛郡田布施町下田布施2210-1,33.95116474,132.0293984,0820-52-4448,35343,山口県,熊毛郡田布施町,1,1,1,1,1,1,1,1,1,100(㎡あたり基準未設定）,http://www.town.tabuse.lg.jp/www/contents/1282531217481/index.html,
1613,田布施中央公民館,タブセチュウオウコウミンカン,山口県熊毛郡田布施町下田布施3430-1,33.954754,132.0403312,0820-52-5813,35343,山口県,熊毛郡田布施町,1,1,1,1,1,1,1,1,1,70(㎡あたり基準未設定）,http://www.town.tabuse.lg.jp/www/contents/1282531217481/index.html,
1614,田布施中学校,タブセチュウガッコウ,山口県熊毛郡田布施町下田布施1050-4,33.95766129,132.0411035,0820-52-2138,35343,山口県,熊毛郡田布施町,1,1,1,1,1,1,1,1,1,1500(㎡あたり基準未設定）,http://www.town.tabuse.lg.jp/www/contents/1282531217481/index.html,
1615,田布施西小学校,タブセニシショウガッコウ,山口県熊毛郡田布施町下田布施2156,33.95390583,132.030584,0820-52-2051,35343,山口県,熊毛郡田布施町,1,1,1,1,1,1,1,1,1,200(㎡あたり基準未設定）,http://www.town.tabuse.lg.jp/www/contents/1282531217481/index.html,
1616,公民館国木分館,コウミンカンクニギブンカン,山口県熊毛郡田布施町上田布施1784,33.94843226,132.0109288,0820-52-4177,35343,山口県,熊毛郡田布施町,1,1,1,　,1,1,1,1,1,50(㎡あたり基準未設定）,http://www.town.tabuse.lg.jp/www/contents/1282531217481/index.html,
1617,公民館竹尾分館,コウミンカンタケノオブンカン,山口県熊毛郡田布施町上田布施599,33.9287344,132.0156458,0820-52-4556,35343,山口県,熊毛郡田布施町,1,　,1,　,1,1,1,1,1,50(㎡あたり基準未設定）,http://www.town.tabuse.lg.jp/www/contents/1282531217481/index.html,
1618,天照皇大神宮教本部,テンショウコウダイジングウキョウホンブ,山口県熊毛郡田布施町波野123,33.96122017,132.0379184,0820-52-2153,35343,山口県,熊毛郡田布施町,1,1,1,1,1,1,1,1,,300(㎡あたり基準未設定）,http://www.town.tabuse.lg.jp/www/contents/1282531217481/index.html,
1619,金光教田布施教会,コンコウキョウタブセキョウカイ,山口県熊毛郡田布施町下田布施3246,33.95249183,132.0347622,0820-52-2397,35343,山口県,熊毛郡田布施町,1,1,1,1,1,1,1,1,,100(㎡あたり基準未設定）,http://www.town.tabuse.lg.jp/www/contents/1282531217481/index.html,
1620,田布施近隣公園,タブセキンリンコウエン,山口県熊毛郡田布施町下田布施3400-2,33.95572969,132.0385668,0820-52-2111,35343,山口県,熊毛郡田布施町,1,1,1,1,1,1,1,1,,1100(㎡あたり基準未設定）,http://www.town.tabuse.lg.jp/www/contents/1282531217481/index.html,
1621,田布施町図書館,タブセチョウトショカン,山口県熊毛郡田布施町中央南11-1,33.95244607,132.0452363,0820-52-2288,35343,山口県,熊毛郡田布施町,1,1,1,1,1,1,1,1,1,50(㎡あたり基準未設定）,http://www.town.tabuse.lg.jp/www/contents/1282531217481/index.html,
1622,東田布施公民館,ヒガシタブセコウミンカン,山口県熊毛郡田布施町波野2208-7,33.96212063,132.0556352,0820-52-3786,35343,山口県,熊毛郡田布施町,1,1,1,1,1,1,1,1,1,50(㎡あたり基準未設定）,http://www.town.tabuse.lg.jp/www/contents/1282531217481/index.html,
1623,大波野中央会館,オオハノチュウオウカイカン,山口県熊毛郡田布施町大波野,33.97549942,132.0544541,0820-52-2111,35343,山口県,熊毛郡田布施町,1,1,1,　,1,1,1,1,1,30(㎡あたり基準未設定）,http://www.town.tabuse.lg.jp/www/contents/1282531217481/index.html,
1624,東田布施小学校,ヒガシタブセショウガッコウ,山口県熊毛郡田布施町大波野152-1,33.96394714,132.0562029,0820-52-2050,35343,山口県,熊毛郡田布施町,1,1,1,1,1,1,1,1,1,200(㎡あたり基準未設定）,http://www.town.tabuse.lg.jp/www/contents/1282531217481/index.html,
1625,田布施保育園,タブセホイクエン,山口県熊毛郡田布施町下田布施419-6,33.95627508,132.0534939,0820-52-3231,35343,山口県,熊毛郡田布施町,1,1,1,1,1,1,1,1,,200(㎡あたり基準未設定）,http://www.town.tabuse.lg.jp/www/contents/1282531217481/index.html,
1626,天行居,テンコウキョ,山口県熊毛郡田布施町波野1248,33.97451752,132.0366626,0820-52-2009,35343,山口県,熊毛郡田布施町,1,　,1,　,1,1,1,1,,100(㎡あたり基準未設定）,http://www.town.tabuse.lg.jp/www/contents/1282531217481/index.html,
1627,田布施農工高校,タブセノウコウコウコウ,山口県熊毛郡田布施町波野195,33.96170448,132.0409899,0820-52-2157,35343,山口県,熊毛郡田布施町,1,1,1,1,1,1,1,1,1,300(㎡あたり基準未設定）,http://www.town.tabuse.lg.jp/www/contents/1282531217481/index.html,
1628,公民館小行司分館,コウミンカンコギョウジブンカン,山口県熊毛郡田布施町大波野2021,34.01285192,132.060979,0820-52-4647,35343,山口県,熊毛郡田布施町,1,1,1,　,1,1,1,1,1,50(㎡あたり基準未設定）,http://www.town.tabuse.lg.jp/www/contents/1282531217481/index.html,
1629,麻郷公民館,オゴウコウミンカン,山口県熊毛郡田布施町麻郷1512?1,33.93273094,132.0465222,0820-55-5202,35343,山口県,熊毛郡田布施町,1,1,1,1,1,1,1,1,1,50(㎡あたり基準未設定）,http://www.town.tabuse.lg.jp/www/contents/1282531217481/index.html,
1630,麻郷小学校,オゴウショウガッコウ,山口県熊毛郡田布施町麻郷2258 ,33.93496911,132.0454229,0820-52-2210,35343,山口県,熊毛郡田布施町,1,1,1,1,1,1,1,1,1,200(㎡あたり基準未設定）,http://www.town.tabuse.lg.jp/www/contents/1282531217481/index.html,
1631,麻郷幼稚園,オゴウヨウチエン,山口県熊毛郡田布施町麻郷1760,33.94027781,132.0464879,0820-52-2656,35343,山口県,熊毛郡田布施町,1,1,1,1,1,1,1,1,,50(㎡あたり基準未設定）,http://www.town.tabuse.lg.jp/www/contents/1282531217481/index.html,
1632,（旧）田布施工業高校,（キュウ）タブセコウギョウコウコウ,山口県熊毛郡田布施町麻郷奥127,33.95029432,132.0416141,0820-52-2157,35343,山口県,熊毛郡田布施町,1,1,1,1,1,1,1,1,,100(㎡あたり基準未設定）,http://www.town.tabuse.lg.jp/www/contents/1282531217481/index.html,
1633,田布施スポーツセンター,タブセスポーツセンター,山口県熊毛郡田布施町麻郷1293-11,33.94188668,132.0484757,0820-52-3832,35343,山口県,熊毛郡田布施町,1,1,1,1,1,1,1,1,1,200(㎡あたり基準未設定）,http://www.town.tabuse.lg.jp/www/contents/1282531217481/index.html,
1634,麻郷福祉会館,オゴウフクシカイカン,山口県熊毛郡田布施町麻郷奥504-4,33.9446017,132.0425956,0820-52-3579,35343,山口県,熊毛郡田布施町,1,1,1,1,1,1,1,1,1,50(㎡あたり基準未設定）,http://www.town.tabuse.lg.jp/www/contents/1282531217481/index.html,
1635,麻里府保育園,マリフホイクエン,山口県熊毛郡田布施町大字麻郷3651?5,33.91698609,132.0471494,0820-55-5228,35343,山口県,熊毛郡田布施町,1,　,1,1,1,1,1,1,1,50(㎡あたり基準未設定）,http://www.town.tabuse.lg.jp/www/contents/1282531217481/index.html,
1636,麻里府小学校,マリフショウガッコウ,山口県熊毛郡田布施町別府1408,33.91304421,132.0391045,0820-55-5257,35343,山口県,熊毛郡田布施町,1,　,　,　,　,1,1,1,,100(㎡あたり基準未設定）,http://www.town.tabuse.lg.jp/www/contents/1282531217481/index.html,
1637,麻里府公民館,マリフコウミンカン,山口県熊毛郡田布施町別府1610,33.91227157,132.0434411,0820-55-5237,35343,山口県,熊毛郡田布施町,1,1,　,　,　,1,1,1,,50(㎡あたり基準未設定）,http://www.town.tabuse.lg.jp/www/contents/1282531217481/index.html,
1638,馬島集会所,ウマシマシュウカイショ,山口県熊毛郡田布施町馬島174,33.89638227,132.0504019,0820-55-5131,35344,山口県,熊毛郡田布施町,1,　,　,　,　,1,1,1,,50(㎡あたり基準未設定）,http://www.town.hirao.lg.jp/kurashi/bousai/map/1473649015717.html,
1639,のんびらんどうましま,ノンビランドウマシマ,山口県熊毛郡田布施町馬島71,33.89195975,132.0489203,0820-55-5131,35344,山口県,熊毛郡田布施町,1,1,1,1,　,1,1,1,,30(㎡あたり基準未設定）,http://www.town.hirao.lg.jp/kurashi/bousai/map/1473649015717.html,
1640,竪ヶ浜地域交流センター及び駐車場,タテガハマチイキコウリュウセンターオヨビチュウシャジョウ,山口県熊毛郡平生町大字竪ケ浜358-26外,33.94798567,132.0644106,"0820-56-7121
(平生町地域振興課)",35344,山口県,熊毛郡平生町,,1,,1,,1,,1,1,1000(3.5㎡あたり1人）,http://www.town.hirao.lg.jp/kurashi/bousai/map/1473649015717.html,
1641,平生町体育館及び駐車場・ｹﾞｰﾄﾎﾞｰﾙ場,ヒラオチョウタイイクカンオヨビチュウシャジョウ・ゲートボールジョウ,山口県熊毛郡平生町大字平生村241-2外,33.93937728,132.077356,"0820-56-6083
(平生町教育委員会)",35344,山口県,熊毛郡平生町,1,1,,1,,1,,1,1,8500(3.5㎡あたり1人）,http://www.town.hirao.lg.jp/kurashi/bousai/map/1473649015717.html,
1642,平生町武道館,ヒラオチョウブドウカン,山口県熊毛郡平生町大字平生村241-2,33.93977782,132.0773292,"0820-56-6083
(平生町教育委員会)",35344,山口県,熊毛郡平生町,1,1,,1,,1,,1,1,700(3.5㎡あたり1人）,http://www.town.hirao.lg.jp/kurashi/bousai/map/1473649015717.html,
1643,平生町音楽道場,ヒラオチョウオンガクドウジョウ,山口県熊毛郡平生町大字平生村241-2,33.93917701,132.0771629,"0820-56-6083
(平生町教育委員会)",35344,山口県,熊毛郡平生町,1,1,,1,,1,,1,1,100(3.5㎡あたり1人）,http://www.town.hirao.lg.jp/kurashi/bousai/map/1473649015717.html,
1644,平生まち・むら地域交流センター及び駐車場,ヒラオマチムラチイキコウリュウセンターオヨビチュウシャジョウ,山口県熊毛郡平生町大字平生村178外,33.93805447,132.0748149,"0820-56-7121
(平生町地域振興課)",35344,山口県,熊毛郡平生町,1,1,,,,1,1,1,1,5400(3.5㎡あたり1人）,http://www.town.hirao.lg.jp/kurashi/bousai/map/1473649015717.html,
1645,勤労青少年ホーム,キンロウセイショウネンホーム,山口県熊毛郡平生町大字平生村178,33.9379458,132.0750424,"0820-56-6083
(平生町教育委員会)",35344,山口県,熊毛郡平生町,1,1,,,,1,1,1,1,600(3.5㎡あたり1人）,http://www.town.hirao.lg.jp/kurashi/bousai/map/1473649015717.html,
