警察署,本票番号,事故内容,死者数,負傷者数,路線,市町村名,発生日時　　年,発生日時　　月,発生日時　　日,発生日時　　時,発生日時　　分,昼夜,天候,地形,路面状態,道路形状,信号機,一時停止規制標識（当事者A）,一時停止規制表示（当事者A）,一時停止規制標識（当事者B）,一時停止規制表示（当事者B）,車道幅員,道路線形,衝突地点,事故類型,年齢（当事者A）,年齢（当事者B）,当事者種別（当事者A）,当事者種別（当事者B）,用途別（当事者A）,用途別（当事者B）,人身損傷程度（当事者A）,人身損傷程度（当事者B）,緯度,経度,曜日,祝日
宇部,0348,負傷,000,001,国道190号,宇部市,2019,12,06,12,02,2昼,曇,市街地,舗装　乾燥,直路,施設なし,対象外当事者,その他,対象外当事者,その他,単路　13.0m以上,直路,単独（交差点付近を含む）,車両単独,75歳以上,不明,普通乗用,物件等,自家用,対象外当事者,損傷なし,対象外当事者,33.97703694,131.2084256,金曜,その他
小串,0051,負傷,000,001,県道,下関市,2019,12,06,17,45,4夜暮,曇,市街地,舗装　乾燥,直路,施設なし,対象外当事者,その他,対象外当事者,その他,単路　5.5m以上,直路,単独（交差点付近を含む）,車両相互,35～44歳,75歳以上,普通乗用,軽乗用,自家用,自家用,負傷,損傷なし,34.14128472,130.9353228,金曜,その他
長府,0201,負傷,000,001,市道,下関市,2019,12,06,17,57,4夜暮,曇,市街地,舗装　乾燥,直路,施設なし,対象外当事者,その他,対象外当事者,その他,単路　5.5m以上,直路,単独（交差点付近を含む）,車両相互,65～74歳,25～34歳,軽乗用,軽二輪　126～250cc,自家用,自家用,損傷なし,負傷,34.01877417,131.0019978,金曜,その他
柳井,0140,負傷,000,002,国道188号,柳井市,2019,12,06,18,01,4夜暮,晴,市街地,舗装　乾燥,交差点,施設なし,標識　規制なし,表示なし,標識　規制なし,表示なし,交差点　大　大,直路,交差点内,車両相互,45～54歳,25～34歳,普通乗用,普通乗用,自家用,自家用,損傷なし,負傷,33.96281111,132.1061103,金曜,その他
長府,0203,負傷,000,001,国道491号,下関市,2019,12,06,18,04,5夜,晴,市街地,舗装　乾燥,直路,点灯押ボ式,対象外当事者,その他,対象外当事者,その他,単路　5.5m以上,直路,単独（交差点付近を含む）,車両相互,65～74歳,65～74歳,普通乗用,普通乗用,自家用,自家用,損傷なし,損傷なし,34.04619639,131.0161519,金曜,その他
山口,0003,負傷,000,001,県道,山口市,2018,12,06,18,20,5夜,晴,市街地,舗装　乾燥,直路,施設なし,対象外当事者,その他,対象外当事者,その他,単路　5.5m以上,直路,単独（交差点付近を含む）,車両相互,01～24歳,55～64歳,軽乗用,軽乗用,自家用,自家用,損傷なし,損傷なし,34.15803361,131.492425,木曜,その他
山口南,0125,負傷,000,001,国道９号,山口市,2019,12,06,22,57,5夜,曇,市街地,舗装　乾燥,直路,施設なし,対象外当事者,その他,対象外当事者,その他,単路　19.5m以上,直路,単独（交差点付近を含む）,車両相互,25～34歳,35～44歳,軽乗用,軽乗用,自家用,自家用,損傷なし,損傷なし,34.114045,131.4011631,金曜,その他
周南,0315,負傷,000,001,市道,周南市,2019,12,07,00,28,5夜,晴,市街地,舗装　乾燥,交差点,施設なし,標識　規制なし,表示なし,対象外当事者,その他,交差点　中　小,直路,交差点内,人対車両,35～44歳,25～34歳,軽乗用,歩行者,自家用,対象外当事者,損傷なし,負傷,34.03329889,131.8379619,土曜,その他
小串,0052,負傷,000,001,国道191号,下関市,2019,12,07,10,25,2昼,晴,非市街地,舗装　乾燥,直路,施設なし,対象外当事者,その他,対象外当事者,その他,単路　5.5m以上,直路,単独（交差点付近を含む）,車両相互,35～44歳,75歳以上,軽乗用,自転車,自家用,対象外当事者,損傷なし,負傷,34.31712333,130.8975711,土曜,その他
防府,0284,負傷,000,001,市道,防府市,2019,12,07,13,49,2昼,晴,市街地,舗装　乾燥,交差点,点滅１灯式,標識　規制なし,表示なし,標識　規制なし,表示なし,交差点　中　小,直路,交差点内,車両相互,35～44歳,25～34歳,普通乗用,軽乗用,自家用,自家用,負傷,損傷なし,34.05219361,131.5950422,土曜,その他
宇部,0347,負傷,000,001,市道,宇部市,2019,12,07,14,40,2昼,晴,市街地,舗装　乾燥,直路,施設なし,対象外当事者,その他,対象外当事者,その他,単路　3.5m以上,直路,単独（交差点付近を含む）,車両相互,55～64歳,65～74歳,軽乗用,原付一種,自家用,自家用,損傷なし,負傷,33.96478056,131.3249625,土曜,その他
宇部,0345,負傷,000,001,市道,宇部市,2019,12,07,15,06,2昼,晴,市街地,舗装　乾燥,直路,施設なし,対象外当事者,その他,対象外当事者,その他,単路　3.5m未満,直路,単独（交差点付近を含む）,車両相互,45～54歳,45～54歳,普通乗用,普通乗用,自家用,自家用,損傷なし,負傷,33.95947194,131.2435236,土曜,その他
周南,0307,負傷,000,001,県道,周南市,2019,12,07,16,27,3昼暮,晴,市街地,舗装　乾燥,直路,施設なし,対象外当事者,その他,対象外当事者,その他,単路　3.5m未満,直路,単独（交差点付近を含む）,車両相互,01～24歳,25～34歳,普通乗用,原付一種,自家用,自家用,損傷なし,負傷,34.03572806,131.8310011,土曜,その他
下関,0505,負傷,000,001,市道,下関市,2019,12,07,18,34,5夜,晴,市街地,舗装　乾燥,交差点,点灯３灯式,標識　規制なし,表示なし,対象外当事者,その他,交差点　中　中,直路,交差点内,人対車両,45～54歳,55～64歳,軽乗用,歩行者,自家用,対象外当事者,損傷なし,負傷,34.0042725,130.9446122,土曜,その他
岩国,0059,負傷,000,001,県道,岩国市,2018,12,07,18,36,5夜,曇,非市街地,舗装　乾燥,直路,施設なし,対象外当事者,その他,対象外当事者,その他,単路　5.5m以上,直路,単独（交差点付近を含む）,車両相互,65～74歳,55～64歳,普通乗用,普通貨物,自家用,自家用,負傷,損傷なし,34.08873778,132.048475,金曜,その他
長門,0028,死亡,001,000,市道,長門市,2019,12,07,21,00,5夜,曇,非市街地,舗装　乾燥,交差点,施設なし,標識　規制なし,表示なし,対象外当事者,その他,交差点　中　小,直路,交差点内,車両単独,65～74歳,不明,駆動補助装置付自転車,相手なし,対象外当事者,対象外当事者,死亡,対象外当事者,34.39372583,131.1030544,土曜,その他
柳井,0141,負傷,000,001,県道,周防大島町,2019,12,08,12,11,2昼,晴,非市街地,舗装　乾燥,交差点,施設なし,標識　標準　反射式,表示あり,標識　規制なし,表示なし,交差点　小　小,直路,交差点内,車両相互,65～74歳,75歳以上,軽貨物,軽貨物,自家用,自家用,損傷なし,負傷,33.89749083,132.2721647,日曜,その他
宇部,0002,負傷,000,001,市道,宇部市,2018,12,08,12,54,2昼,曇,市街地,舗装　乾燥,交差点,点灯３灯式,標識　規制なし,表示なし,標識　規制なし,表示なし,交差点　中　小,直路,交差点内,車両相互,65～74歳,75歳以上,軽貨物,自転車,自家用,対象外当事者,損傷なし,負傷,33.93201,131.2578164,土曜,その他
長府,0208,負傷,000,001,市道,下関市,2019,12,08,13,31,2昼,晴,非市街地,舗装　乾燥,交差点,施設なし,標識　規制なし,表示なし,標識　規制なし,表示なし,交差点　中　中,直路,交差点内,車両相互,65～74歳,75歳以上,普通乗用,軽貨物,自家用,自家用,損傷なし,負傷,34.18228417,131.06154,日曜,その他
岩国,0043,負傷,000,002,国道188号,岩国市,2018,12,08,14,46,2昼,曇,市街地,舗装　乾燥,直路,施設なし,対象外当事者,その他,対象外当事者,その他,単路　5.5m以上,直路,単独（交差点付近を含む）,車両相互,65～74歳,75歳以上,普通乗用,軽乗用,自家用,自家用,負傷,損傷なし,34.15523667,132.2074967,土曜,その他
岩国,0015,負傷,000,001,市道,岩国市,2018,12,08,15,26,2昼,晴,市街地,舗装　乾燥,交差点,点灯３灯式,標識　規制なし,表示なし,標識　規制なし,表示なし,交差点　中　中,直路,交差点内,車両相互,35～44歳,65～74歳,普通乗用,軽乗用,自家用,自家用,損傷なし,損傷なし,34.151095,132.2151994,土曜,その他
下関,0497,負傷,000,001,市道,下関市,2019,12,08,17,10,4夜暮,曇,市街地,舗装　乾燥,直路,施設なし,対象外当事者,その他,対象外当事者,その他,単路　3.5m未満,直路,単独（交差点付近を含む）,車両相互,01～24歳,75歳以上,原付二種　51～125cc,原付一種,自家用,自家用,負傷,損傷なし,33.91516972,130.9162728,日曜,その他
山陽小野田,0128,負傷,000,001,県道,山陽小野田市,2019,12,08,17,46,4夜暮,晴,市街地,舗装　乾燥,直路,施設なし,対象外当事者,その他,対象外当事者,その他,単路　5.5m以上,直路,単独（交差点付近を含む）,車両相互,45～54歳,25～34歳,普通乗用,軽乗用,自家用,自家用,損傷なし,負傷,33.983935,131.173115,日曜,その他
下関,0513,負傷,000,001,国道２号,下関市,2019,12,08,17,59,4夜暮,曇,市街地,舗装　乾燥,直路,施設なし,対象外当事者,その他,対象外当事者,その他,単路　9.0m以上,直路,単独（交差点付近を含む）,車両相互,55～64歳,35～44歳,軽乗用,軽乗用,自家用,自家用,損傷なし,負傷,33.97806806,130.9464853,日曜,その他
下関,0508,負傷,000,001,市道,下関市,2019,12,09,05,45,5夜,晴,非市街地,舗装　乾燥,交差点,施設なし,標識　規制なし,表示なし,標識　規制なし,表示なし,交差点　中　小,直路,交差点内,車両相互,45～54歳,01～24歳,軽乗用,軽二輪　126～250cc,自家用,自家用,損傷なし,負傷,33.98326611,130.9459378,月曜,その他
下関,0496,負傷,000,001,県道,下関市,2019,12,09,08,18,2昼,晴,市街地,舗装　乾燥,直路,施設なし,対象外当事者,その他,対象外当事者,その他,単路　3.5m未満,直路,単独（交差点付近を含む）,車両相互,01～24歳,25～34歳,普通乗用,軽二輪　126～250cc,自家用,自家用,損傷なし,負傷,33.99996444,130.9259375,月曜,その他
岩国,0258,負傷,000,001,市道,岩国市,2019,12,09,09,05,2昼,晴,非市街地,舗装　乾燥,直路,施設なし,対象外当事者,その他,対象外当事者,その他,単路　3.5m以上,直路,単独（交差点付近を含む）,人対車両,75歳以上,75歳以上,普通乗用,歩行者,自家用,対象外当事者,損傷なし,負傷,34.14391083,132.1533711,月曜,その他
下関,0500,負傷,000,001,市道,下関市,2019,12,09,11,03,2昼,晴,市街地,舗装　乾燥,交差点,点灯３灯式,標識　規制なし,表示なし,対象外当事者,その他,交差点　中　小,直路,交差点内,人対車両,75歳以上,75歳以上,軽乗用,歩行者,自家用,対象外当事者,損傷なし,負傷,33.92915639,130.9149167,月曜,その他
下関,0525,負傷,000,001,県道,下関市,2019,12,09,17,03,3昼暮,晴,市街地,舗装　乾燥,直路,施設なし,対象外当事者,その他,対象外当事者,その他,単路　3.5m以上,直路,単独（交差点付近を含む）,車両相互,35～44歳,65～74歳,大型乗用,軽乗用,事業用,自家用,損傷なし,損傷なし,33.97509389,130.9358381,月曜,その他
萩,0007,負傷,000,001,市道,萩市,2018,12,09,17,30,4夜暮,曇,市街地,舗装　乾燥,交差点,施設なし,標識　規制なし,表示なし,標識　規制なし,表示なし,交差点　小　小,直路,交差点内,車両相互,65～74歳,65～74歳,軽乗用,軽乗用,自家用,自家用,損傷なし,負傷,34.41138111,131.396095,日曜,その他
柳井,0137,負傷,000,001,市道,柳井市,2019,12,09,17,40,4夜暮,晴,市街地,舗装　乾燥,交差点,点灯３灯式,標識　規制なし,表示なし,標識　規制なし,表示なし,交差点　中　中,直路,交差点内,車両相互,55～64歳,55～64歳,軽乗用,自転車,自家用,対象外当事者,損傷なし,負傷,33.957725,132.1055361,月曜,その他
柳井,0135,負傷,000,001,国道188号,平生町,2019,12,09,17,52,4夜暮,晴,市街地,舗装　乾燥,直路,施設なし,対象外当事者,その他,対象外当事者,その他,単路　5.5m以上,直路,単独（交差点付近を含む）,車両相互,01～24歳,45～54歳,軽乗用,軽乗用,自家用,自家用,損傷なし,負傷,33.94791611,132.0858978,月曜,その他
下松,0132,負傷,000,001,県道,下松市,2019,12,09,18,14,5夜,晴,市街地,舗装　乾燥,交差点,点灯押ボ式,標識　規制なし,表示なし,標識　規制なし,表示なし,交差点　大　中,直路,交差点内,車両相互,65～74歳,01～24歳,軽乗用,小型二輪　251～400cc,自家用,自家用,損傷なし,負傷,34.02680528,131.8615339,月曜,その他
下関,0506,負傷,000,001,県道,下関市,2019,12,09,18,30,5夜,晴,市街地,舗装　乾燥,直路,施設なし,対象外当事者,その他,対象外当事者,その他,単路　5.5m以上,直路,単独（交差点付近を含む）,車両相互,65～74歳,45～54歳,軽貨物,自転車,事業用,対象外当事者,損傷なし,負傷,33.97217917,130.9320364,月曜,その他
光,0152,負傷,000,001,県道,光市,2019,12,10,07,15,1昼明,晴,非市街地,舗装　乾燥,直路,施設なし,対象外当事者,その他,対象外当事者,その他,単路　5.5m以上,直路,単独（交差点付近を含む）,車両相互,35～44歳,01～24歳,軽乗用,自転車,自家用,対象外当事者,損傷なし,負傷,33.98928028,131.9879086,火曜,その他
山口,0023,負傷,000,001,市道,山口市,2018,12,10,08,00,1昼明,晴,市街地,舗装　乾燥,直路,施設なし,対象外当事者,その他,対象外当事者,その他,単路　5.5m以上,直路,単独（交差点付近を含む）,車両相互,45～54歳,01～24歳,軽乗用,自転車,自家用,対象外当事者,損傷なし,負傷,34.14972194,131.4464,月曜,その他
宇部,0350,負傷,000,001,市道,宇部市,2019,12,10,08,40,2昼,晴,市街地,舗装　乾燥,交差点,施設なし,標識　標準　反射式,表示なし,標識　規制なし,表示なし,交差点　中　小,直路,交差点内,車両相互,35～44歳,45～54歳,普通乗用,軽乗用,自家用,自家用,損傷なし,負傷,33.94781444,131.2470733,火曜,その他
長府,0199,負傷,000,001,国道491号,下関市,2019,12,10,08,56,2昼,晴,市街地,舗装　乾燥,直路,点灯３灯式,対象外当事者,その他,対象外当事者,その他,単路　5.5m以上,直路,単独（交差点付近を含む）,車両相互,35～44歳,01～24歳,軽乗用,軽乗用,自家用,自家用,損傷なし,負傷,34.12028667,131.0322025,火曜,その他
山口南,0130,負傷,000,001,その他(幅員測定可),山口市,2019,12,10,16,00,2昼,晴,市街地,舗装　乾燥,その他,施設なし,対象外当事者,その他,対象外当事者,その他,一般交通の場所,その他,単独（交差点付近を含む）,車両単独,55～64歳,不明,軽乗用,相手なし,自家用,対象外当事者,損傷なし,対象外当事者,34.09929889,131.3897675,火曜,その他
